query	qlen.bp	qtrans.aa	hit	hlen.aa
Ofaveolata260298_c0_seq8	3431	415	sp|Q9YH64|CP1A1_PLAFE	521
Ofaveolata260298_c0_seq9	2457	507	sp|P56590|CP1A1_CANLF	524
Ofaveolata260298_c0_seq10	1343	245	sp|Q9M9E8|FB92_ARATH	943
Ofaveolata260298_c0_seq11	2781	468	sp|O42457|CP1A1_SPAAU	521
Ofaveolata260299_c0_seq1	2391	111	sp|P51397|DAP1_HUMAN	102
Ofaveolata260300_c0_seq2	1490	155	sp|A6NJI9|LRC72_HUMAN	287
Ofaveolata260300_c0_seq3	1550	153	sp|Q9D9B4|LRMDA_MOUSE	229
Ofaveolata260300_c0_seq4	746	153	sp|Q9D9B4|LRMDA_MOUSE	229
Ofaveolata260301_c0_seq1	994	71	sp|O00468|AGRIN_HUMAN	2068
Ofaveolata260303_c0_seq1	351	93	sp|P26182|ACT_ACHBI	376
Ofaveolata260303_c1_seq1	1199	287	sp|P53476|ACT_TOXGO	376
Ofaveolata260303_c1_seq2	666	222	sp|P53476|ACT_TOXGO	376
Ofaveolata260303_c1_seq3	431	41	sp|P02580|ACT3_SOYBN	376
Ofaveolata260303_c1_seq4	1101	287	sp|P53476|ACT_TOXGO	376
Ofaveolata260303_c1_seq5	1018	287	sp|P53476|ACT_TOXGO	376
Ofaveolata260303_c1_seq7	467	53	sp|P02580|ACT3_SOYBN	376
Ofaveolata260304_c0_seq1	2238	261	sp|Q7ZV46|METRL_DANRE	286
Ofaveolata260305_c0_seq1	3057	589	sp|Q6NVC5|MIRO1_DANRE	619
Ofaveolata260310_c0_seq1	2431	216	sp|P49746|TSP3_HUMAN	956
Ofaveolata260310_c1_seq2	4040	832	sp|Q9WVB4|SLIT3_MOUSE	1523
Ofaveolata260313_c0_seq1	2021	89	sp|F4IY03|DIOX1_ARATH	332
Ofaveolata260318_c0_seq1	1612	195	sp|A4F7P5|ERYG_SACEN	306
Ofaveolata260319_c0_seq1	2041	498	sp|Q9NWM0|SMOX_HUMAN	555
Ofaveolata260319_c0_seq2	1704	498	sp|Q9NWM0|SMOX_HUMAN	555
Ofaveolata260320_c0_seq1	1907	353	sp|Q8BYB9|PGLT1_MOUSE	392
Ofaveolata260321_c0_seq1	2445	245	sp|Q3ZC48|DRAM2_BOVIN	266
Ofaveolata260322_c1_seq1	2779	177	sp|Q9GLW7|PRDX5_CHLAE	215
Ofaveolata260322_c1_seq2	1463	177	sp|Q9GLW7|PRDX5_CHLAE	215
Ofaveolata260323_c0_seq1	1098	362	sp|Q63769|SRPX_RAT	464
Ofaveolata260323_c1_seq1	1719	248	sp|Q9R0M3|SRPX_MOUSE	464
Ofaveolata260323_c1_seq2	1331	256	sp|B5DF94|SRPX2_RAT	466
Ofaveolata260323_c1_seq4	1858	248	sp|Q9R0M3|SRPX_MOUSE	464
Ofaveolata260323_c3_seq1	294	95	sp|A2AVA0|SVEP1_MOUSE	3567
Ofaveolata260325_c0_seq1	2083	386	sp|Q5U3U4|CDAC1_DANRE	471
Ofaveolata260325_c0_seq2	2068	386	sp|Q5U3U4|CDAC1_DANRE	471
Ofaveolata260326_c0_seq1	4965	797	sp|P49620|DGKG_RAT	788
Ofaveolata260326_c0_seq2	2138	598	sp|P49620|DGKG_RAT	788
Ofaveolata260326_c0_seq3	5277	898	sp|Q6NS52|DGKB_MOUSE	802
Ofaveolata260326_c0_seq4	2450	698	sp|Q6NS52|DGKB_MOUSE	802
Ofaveolata260328_c0_seq1	7663	653	sp|P48740|MASP1_HUMAN	699
Ofaveolata260328_c0_seq2	7466	653	sp|P48740|MASP1_HUMAN	699
Ofaveolata260330_c4_seq11	2649	516	sp|Q8MJG1|PSIP1_BOVIN	530
Ofaveolata260331_c0_seq1	2038	262	sp|Q32ZE2|AA2BR_RABIT	332
Ofaveolata260332_c0_seq1	2182	447	sp|A1L1W9|MOT10_DANRE	505
Ofaveolata260332_c0_seq2	2038	376	sp|P36021|MOT8_HUMAN	539
Ofaveolata260333_c0_seq1	2001	312	sp|P17124|HRH2_CANLF	359
Ofaveolata260333_c0_seq2	2006	312	sp|P17124|HRH2_CANLF	359
Ofaveolata260333_c0_seq3	2141	312	sp|P17124|HRH2_CANLF	359
Ofaveolata260335_c0_seq2	3615	107	sp|Q9HCI7|MSL2_HUMAN	577
Ofaveolata260335_c0_seq3	889	107	sp|Q9HCI7|MSL2_HUMAN	577
Ofaveolata260337_c1_seq1	2209	144	sp|Q9H9B1|EHMT1_HUMAN	1298
Ofaveolata260337_c1_seq2	3467	470	sp|Q05927|5NTD_BOVIN	574
Ofaveolata260337_c1_seq3	2220	470	sp|Q05927|5NTD_BOVIN	574
Ofaveolata260337_c1_seq4	3926	470	sp|Q05927|5NTD_BOVIN	574
Ofaveolata260337_c1_seq5	2668	144	sp|Q9H9B1|EHMT1_HUMAN	1298
Ofaveolata260337_c1_seq7	3393	470	sp|Q05927|5NTD_BOVIN	574
Ofaveolata260337_c1_seq8	2135	144	sp|Q9H9B1|EHMT1_HUMAN	1298
Ofaveolata260338_c0_seq1	4275	145	sp|Q501X2|CEP72_DANRE	532
Ofaveolata260340_c0_seq2	6526	787	sp|O95263|PDE8B_HUMAN	885
Ofaveolata260340_c0_seq3	6496	777	sp|O95263|PDE8B_HUMAN	885
Ofaveolata260340_c0_seq4	6296	785	sp|O95263|PDE8B_HUMAN	885
Ofaveolata260340_c0_seq5	6266	775	sp|O95263|PDE8B_HUMAN	885
Ofaveolata260341_c0_seq1	2629	334	sp|Q0P5L5|SUMF1_BOVIN	374
Ofaveolata260344_c0_seq1	2548	484	sp|Q8BFR4|GNS_MOUSE	544
Ofaveolata260348_c0_seq1	2467	503	sp|P09917|LOX5_HUMAN	674
Ofaveolata260348_c0_seq2	2584	503	sp|P09917|LOX5_HUMAN	674
Ofaveolata260348_c0_seq3	2225	503	sp|P09917|LOX5_HUMAN	674
Ofaveolata260348_c0_seq4	2363	503	sp|P09917|LOX5_HUMAN	674
Ofaveolata260352_c3_seq1	895	107	sp|E7FKV8|PK1L1_ORYLA	2742
Ofaveolata260353_c0_seq2	2892	293	sp|O14657|TOR1B_HUMAN	336
Ofaveolata260354_c0_seq2	1376	101	sp|P31696|AGRIN_CHICK	2081
Ofaveolata260354_c2_seq1	564	113	sp|Q28343|PGCA_CANLF	2333
Ofaveolata260354_c2_seq3	1420	217	sp|D8VNS8|FCNV2_CERRY	347
Ofaveolata260354_c2_seq4	377	50	sp|Q95LU3|FBCD1_MACFA	431
Ofaveolata260354_c2_seq5	324	103	sp|Q28343|PGCA_CANLF	2333
Ofaveolata260354_c2_seq6	467	125	sp|P07897|PGCA_RAT	2124
Ofaveolata260355_c4_seq1	2300	363	sp|P54833|ADRB2_CANLF	415
Ofaveolata260355_c4_seq2	2189	363	sp|P54833|ADRB2_CANLF	415
Ofaveolata260355_c4_seq3	2885	288	sp|Q2KIH4|RRS1_BOVIN	365
Ofaveolata260355_c4_seq4	2171	356	sp|G3M4F8|OCTB2_CHISP	395
Ofaveolata260355_c4_seq5	1772	391	sp|G3M4F8|OCTB2_CHISP	395
Ofaveolata260355_c4_seq6	1983	355	sp|P54833|ADRB2_CANLF	415
Ofaveolata260355_c4_seq7	2767	288	sp|Q2KIH4|RRS1_BOVIN	365
Ofaveolata260355_c4_seq8	2182	363	sp|P54833|ADRB2_CANLF	415
Ofaveolata260355_c4_seq9	1865	355	sp|P54833|ADRB2_CANLF	415
Ofaveolata260355_c4_seq10	1847	391	sp|G3M4F8|OCTB2_CHISP	395
Ofaveolata260355_c4_seq11	2164	356	sp|G3M4F8|OCTB2_CHISP	395
Ofaveolata260355_c4_seq12	2307	363	sp|P54833|ADRB2_CANLF	415
Ofaveolata260355_c4_seq13	2089	356	sp|G3M4F8|OCTB2_CHISP	395
Ofaveolata260355_c4_seq14	2096	356	sp|G3M4F8|OCTB2_CHISP	395
Ofaveolata260356_c3_seq3	2925	384	sp|Q9QYK5|H6ST1_MOUSE	411
Ofaveolata260358_c0_seq1	3092	217	sp|P70581|NUP58_RAT	585
Ofaveolata260361_c1_seq1	1542	180	sp|O08585|CLCA_MOUSE	235
Ofaveolata260363_c0_seq1	12655	3958	sp|Q8WXX0|DYH7_HUMAN	4024
Ofaveolata260369_c0_seq1	3374	249	sp|Q9NPC2|KCNK9_HUMAN	374
Ofaveolata260370_c1_seq1	2877	478	sp|O55044|G6PD_CRIGR	515
Ofaveolata260370_c1_seq2	2938	478	sp|O55044|G6PD_CRIGR	515
Ofaveolata260374_c3_seq1	1153	214	sp|Q32KP1|TSN31_BOVIN	210
Ofaveolata260374_c5_seq1	1180	129	sp|Q5E9Z8|LSM1_BOVIN	133
Ofaveolata260375_c1_seq1	1150	136	sp|P34004|FGF1_MESAU	155
Ofaveolata260375_c1_seq2	2104	136	sp|P34004|FGF1_MESAU	155
Ofaveolata260376_c0_seq1	3229	789	sp|Q5ZLD7|VPS53_CHICK	831
Ofaveolata260376_c0_seq2	3271	789	sp|Q5ZLD7|VPS53_CHICK	831
Ofaveolata260381_c1_seq3	5080	1173	sp|P30876|RPB2_HUMAN	1174
Ofaveolata260382_c1_seq1	2311	242	sp|Q7L8W6|DPH6_HUMAN	267
Ofaveolata260382_c1_seq2	940	247	sp|Q7L8W6|DPH6_HUMAN	267
Ofaveolata260382_c1_seq3	1523	242	sp|Q7L8W6|DPH6_HUMAN	267
Ofaveolata260382_c1_seq4	1075	242	sp|Q7L8W6|DPH6_HUMAN	267
Ofaveolata260382_c1_seq5	1357	176	sp|O58584|Y854_PYRHO	126
Ofaveolata260382_c1_seq6	499	101	sp|Q9CQ28|DPH6_MOUSE	267
Ofaveolata260382_c1_seq7	2277	247	sp|Q7L8W6|DPH6_HUMAN	267
Ofaveolata260382_c1_seq8	2176	247	sp|Q7L8W6|DPH6_HUMAN	267
Ofaveolata260382_c1_seq9	1458	248	sp|Q9UZA3|Y1251_PYRAB	127
Ofaveolata260382_c1_seq10	2412	242	sp|Q7L8W6|DPH6_HUMAN	267
Ofaveolata260382_c1_seq11	634	96	sp|Q9CQ28|DPH6_MOUSE	267
Ofaveolata260382_c1_seq12	1388	247	sp|Q7L8W6|DPH6_HUMAN	267
Ofaveolata260386_c2_seq2	3254	148	sp|Q9ERE7|MESD_MOUSE	224
Ofaveolata260386_c4_seq1	2309	336	sp|D4AR77|A6907_ARTBC	930
Ofaveolata260386_c4_seq2	3326	901	sp|D4AR77|A6907_ARTBC	930
Ofaveolata260386_c4_seq3	3503	960	sp|D4AR77|A6907_ARTBC	930
Ofaveolata260386_c4_seq4	2273	541	sp|D4AR77|A6907_ARTBC	930
Ofaveolata260388_c1_seq1	3669	665	sp|Q80TI0|ASTRB_MOUSE	738
Ofaveolata260389_c0_seq1	2094	552	sp|P97390|VPS45_MOUSE	570
Ofaveolata260389_c1_seq2	2426	164	sp|Q3KPV4|TMUB1_XENLA	308
Ofaveolata260391_c2_seq1	4371	444	sp|P29122|PCSK6_HUMAN	969
Ofaveolata260391_c2_seq2	4385	444	sp|P29122|PCSK6_HUMAN	969
Ofaveolata260391_c2_seq3	5579	415	sp|P29122|PCSK6_HUMAN	969
Ofaveolata260391_c2_seq4	5565	415	sp|P29122|PCSK6_HUMAN	969
Ofaveolata260392_c0_seq1	2974	221	sp|Q9DBU2|NAA60_MOUSE	242
Ofaveolata260394_c0_seq1	4661	1064	sp|P11024|NNTM_BOVIN	1086
Ofaveolata260395_c0_seq1	1594	194	sp|Q5SS90|CG057_MOUSE	291
Ofaveolata260395_c0_seq2	1646	194	sp|Q5SS90|CG057_MOUSE	291
Ofaveolata260397_c0_seq1	3374	528	sp|Q0V9T6|BICL1_XENTR	599
Ofaveolata260400_c0_seq1	4828	83	sp|Q9UGU0|TCF20_HUMAN	1960
Ofaveolata260401_c1_seq1	949	191	sp|Q5D144|TFAM_PIG	246
Ofaveolata260401_c2_seq1	1385	65	sp|Q6DGQ4|CP087_DANRE	152
Ofaveolata260403_c0_seq1	2665	133	sp|Q969T9|WBP2_HUMAN	261
Ofaveolata260404_c0_seq1	2357	279	sp|A4D126|ISPD_HUMAN	451
Ofaveolata260404_c0_seq4	2147	380	sp|A4D126|ISPD_HUMAN	451
Ofaveolata260404_c0_seq9	2479	279	sp|A4D126|ISPD_HUMAN	451
Ofaveolata260404_c0_seq10	2025	380	sp|A4D126|ISPD_HUMAN	451
Ofaveolata260406_c0_seq1	3556	481	sp|O35119|TRPC4_RAT	977
Ofaveolata260406_c0_seq2	3113	549	sp|O35119|TRPC4_RAT	977
Ofaveolata260406_c0_seq5	2698	481	sp|O35119|TRPC4_RAT	977
Ofaveolata260408_c0_seq6	1613	276	sp|P97292|HRH2_MOUSE	397
Ofaveolata260408_c0_seq7	1433	221	sp|P53453|DRD2L_TAKRU	463
Ofaveolata260410_c0_seq1	2091	430	sp|Q8N6S4|AN13C_HUMAN	541
Ofaveolata260413_c0_seq1	1338	244	sp|Q9D0Q7|RM45_MOUSE	306
Ofaveolata260414_c0_seq1	1644	280	sp|O57525|CP17A_RANDY	519
Ofaveolata260414_c0_seq2	1245	129	sp|O77810|CP1A2_CALJA	516
Ofaveolata260414_c0_seq5	2141	705	sp|P12394|CP17A_CHICK	508
Ofaveolata260414_c0_seq7	1909	280	sp|O57525|CP17A_RANDY	519
Ofaveolata260414_c0_seq9	1736	129	sp|O77810|CP1A2_CALJA	516
Ofaveolata260416_c0_seq1	4615	153	sp|Q6XP49|GLIS3_MOUSE	780
Ofaveolata260416_c0_seq2	4199	153	sp|Q6XP49|GLIS3_MOUSE	780
Ofaveolata260416_c0_seq3	4371	153	sp|Q6XP49|GLIS3_MOUSE	780
Ofaveolata260417_c0_seq1	3033	271	sp|Q9BQI6|SLF1_HUMAN	1058
Ofaveolata260417_c0_seq2	3291	271	sp|Q9BQI6|SLF1_HUMAN	1058
Ofaveolata260417_c0_seq7	2437	271	sp|Q9BQI6|SLF1_HUMAN	1058
Ofaveolata260419_c0_seq1	1633	450	sp|Q8BKE6|CP20A_MOUSE	462
Ofaveolata260419_c0_seq2	1609	468	sp|Q8BKE6|CP20A_MOUSE	462
Ofaveolata260421_c0_seq1	1733	333	sp|Q9QZT0|CUZD1_RAT	607
Ofaveolata260422_c0_seq1	2130	427	sp|Q5R6J3|S35F5_PONAB	523
Ofaveolata260422_c0_seq2	2274	483	sp|Q5R6J3|S35F5_PONAB	523
Ofaveolata260422_c0_seq3	2031	427	sp|Q5R6J3|S35F5_PONAB	523
Ofaveolata260423_c0_seq1	2246	407	sp|Q8WV16|DCAF4_HUMAN	495
Ofaveolata260424_c0_seq1	2300	352	sp|E7F240|TPC14_DANRE	595
Ofaveolata260425_c0_seq1	2087	110	sp|Q24488|ROR1_DROME	685
Ofaveolata260425_c0_seq3	3691	289	sp|Q24488|ROR1_DROME	685
Ofaveolata260425_c0_seq5	3691	300	sp|Q24488|ROR1_DROME	685
Ofaveolata260426_c0_seq1	1133	243	sp|Q641W7|TTLL9_RAT	461
Ofaveolata260426_c0_seq2	1434	434	sp|Q641W7|TTLL9_RAT	461
Ofaveolata260427_c2_seq1	3227	207	sp|P38532|HSF1_MOUSE	525
Ofaveolata260427_c2_seq2	3152	207	sp|P38532|HSF1_MOUSE	525
Ofaveolata260429_c0_seq4	2584	238	sp|Q3UPR9|SBSPO_MOUSE	264
Ofaveolata260429_c1_seq1	1287	315	sp|Q8V5U0|CATV_NPVHZ	367
Ofaveolata260430_c1_seq1	850	177	sp|P25931|RYAR_DROME	464
Ofaveolata260430_c1_seq2	1773	341	sp|P56479|GALR1_MOUSE	348
Ofaveolata260430_c1_seq3	846	181	sp|P47774|CCR7_MOUSE	378
Ofaveolata260436_c0_seq1	2715	427	sp|P19971|TYPH_HUMAN	482
Ofaveolata260438_c0_seq1	1875	199	sp|O97563|TIMP4_BOVIN	224
Ofaveolata260438_c0_seq3	4257	289	sp|Q9UGV2|NDRG3_HUMAN	375
Ofaveolata260439_c0_seq1	1902	325	sp|Q8CHQ0|FBX4_MOUSE	385
Ofaveolata260439_c0_seq2	1424	325	sp|Q8CHQ0|FBX4_MOUSE	385
Ofaveolata260439_c0_seq4	1859	347	sp|Q9UKT5|FBX4_HUMAN	387
Ofaveolata260439_c0_seq5	1218	316	sp|Q8CHQ0|FBX4_MOUSE	385
Ofaveolata260439_c0_seq6	2337	347	sp|Q9UKT5|FBX4_HUMAN	387
Ofaveolata260439_c1_seq2	2438	188	sp|Q9SIE0|ALKB2_ARATH	314
Ofaveolata260439_c1_seq3	2354	188	sp|Q9SIE0|ALKB2_ARATH	314
Ofaveolata260440_c0_seq1	2260	124	sp|Q640V9|TATD1_XENLA	297
Ofaveolata260440_c0_seq2	2758	296	sp|Q640V9|TATD1_XENLA	297
Ofaveolata260440_c0_seq3	2636	297	sp|Q148G4|TATD1_BOVIN	297
Ofaveolata260440_c1_seq1	455	149	sp|P56818|BACE1_MOUSE	501
Ofaveolata260442_c0_seq1	1885	303	sp|Q62805|GALR1_RAT	346
Ofaveolata260444_c0_seq1	1960	197	sp|Q66KA5|YIPF5_XENTR	256
Ofaveolata260444_c0_seq2	1985	197	sp|Q66KA5|YIPF5_XENTR	256
Ofaveolata260445_c0_seq1	3123	120	sp|Q23125|MFRN_CAEEL	312
Ofaveolata260445_c0_seq3	2782	120	sp|Q23125|MFRN_CAEEL	312
Ofaveolata260445_c0_seq4	3062	70	sp|Q07352|TISB_HUMAN	338
Ofaveolata260445_c0_seq5	2713	120	sp|Q23125|MFRN_CAEEL	312
Ofaveolata260445_c0_seq6	2900	70	sp|Q07352|TISB_HUMAN	338
Ofaveolata260445_c0_seq7	3141	120	sp|Q23125|MFRN_CAEEL	312
Ofaveolata260445_c0_seq8	5622	70	sp|Q07352|TISB_HUMAN	338
Ofaveolata260445_c0_seq9	2747	120	sp|Q23125|MFRN_CAEEL	312
Ofaveolata260445_c0_seq11	2903	70	sp|Q07352|TISB_HUMAN	338
Ofaveolata260445_c0_seq14	5604	70	sp|Q07352|TISB_HUMAN	338
Ofaveolata260446_c0_seq1	1833	374	sp|P10960|SAP_RAT	554
Ofaveolata260447_c0_seq1	1401	260	sp|P53766|UNG_DICDI	346
Ofaveolata260447_c0_seq2	1482	260	sp|P53766|UNG_DICDI	346
Ofaveolata260447_c0_seq3	1766	260	sp|P53766|UNG_DICDI	346
Ofaveolata260447_c0_seq6	1685	260	sp|P53766|UNG_DICDI	346
Ofaveolata260450_c0_seq1	1161	114	sp|Q1RMP0|RPA12_BOVIN	123
Ofaveolata260452_c0_seq1	532	112	sp|P10746|HEM4_HUMAN	265
Ofaveolata260452_c1_seq3	1452	144	sp|P51163|HEM4_MOUSE	265
Ofaveolata260453_c0_seq1	1348	321	sp|P63138|GBRB2_RAT	474
Ofaveolata260453_c0_seq2	1880	425	sp|P28472|GBRB3_HUMAN	473
Ofaveolata260453_c0_seq3	1360	321	sp|P63138|GBRB2_RAT	474
